run,phase,date,source,x_m,y_m,z_m,is_centre,in_calib_table,calib_good,prephase1_rtraw,physics_good,in_kup_esd,run_kind
9415,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9417,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9420,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9426,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9431,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9436,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9438,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9440,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9442,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9444,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9446,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9448,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9451,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9461,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9463,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9466,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9468,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9470,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9472,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9474,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9476,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9478,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9480,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9482,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9484,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9497,pre-P1,2025-08-24,Ge68,0.0,0.0,18.4,0,1,0,1,0,0,calib-source z-scan
9499,pre-P1,2025-08-24,Ge68,0.0,0.0,18.0,0,1,0,1,0,0,calib-source z-scan
9501,pre-P1,2025-08-24,Ge68,0.0,0.0,17.7,0,1,0,1,0,0,calib-source z-scan
9503,pre-P1,2025-08-24,Ge68,0.0,0.0,17.5,0,1,0,1,0,0,calib-source z-scan
9505,pre-P1,2025-08-24,Ge68,0.0,0.0,17.3,0,1,0,1,0,0,calib-source z-scan
9507,pre-P1,2025-08-24,Ge68,0.0,0.0,17.1,0,1,0,1,0,0,calib-source z-scan
9509,pre-P1,2025-08-24,Ge68,0.0,0.0,16.9,0,1,0,1,0,0,calib-source z-scan
9511,pre-P1,2025-08-24,Ge68,0.0,0.0,16.7,0,1,0,1,0,0,calib-source z-scan
9513,pre-P1,2025-08-24,Ge68,0.0,0.0,16.5,0,1,0,1,0,0,calib-source z-scan
9515,pre-P1,2025-08-24,Ge68,0.0,0.0,16.3,0,1,0,1,0,0,calib-source z-scan
9517,pre-P1,2025-08-24,Ge68,0.0,0.0,16.1,0,1,0,1,0,0,calib-source z-scan
9519,pre-P1,2025-08-24,Ge68,0.0,0.0,15.9,0,1,0,1,0,0,calib-source z-scan
9521,pre-P1,2025-08-24,Ge68,0.0,0.0,15.7,0,1,0,1,0,0,calib-source z-scan
9523,pre-P1,2025-08-24,Ge68,0.0,0.0,15.5,0,1,0,1,0,0,calib-source z-scan
9525,pre-P1,2025-08-24,Ge68,0.0,0.0,15.0,0,1,0,1,0,0,calib-source z-scan
9527,pre-P1,2025-08-24,Ge68,0.0,0.0,14.0,0,1,0,1,0,0,calib-source z-scan
9529,pre-P1,2025-08-24,Ge68,0.0,0.0,13.0,0,1,0,1,0,0,calib-source z-scan
9531,pre-P1,2025-08-24,Ge68,0.0,0.0,11.0,0,1,0,1,0,0,calib-source z-scan
9533,pre-P1,2025-08-24,Ge68,0.0,0.0,9.0,0,1,0,1,0,0,calib-source z-scan
9535,pre-P1,2025-08-24,Ge68,0.0,0.0,6.0,0,1,0,1,0,0,calib-source z-scan
9537,pre-P1,2025-08-24,Ge68,0.0,0.0,3.0,0,1,0,1,0,0,calib-source z-scan
9539,pre-P1,2025-08-24,Ge68,0.0,0.0,1.0,0,1,0,1,0,0,calib-source z-scan
9541,pre-P1,2025-08-24,Ge68,0.0,0.0,0.0,1,1,0,1,0,0,calib-source centre
9543,pre-P1,2025-08-24,Ge68,0.0,0.0,-1.0,0,1,0,1,0,0,calib-source z-scan
9545,pre-P1,2025-08-24,Ge68,0.0,0.0,-3.0,0,1,0,1,0,0,calib-source z-scan
9547,pre-P1,2025-08-24,Ge68,0.0,0.0,-6.0,0,1,0,1,0,0,calib-source z-scan
9549,pre-P1,2025-08-24,Ge68,0.0,0.0,-9.0,0,1,0,1,0,0,calib-source z-scan
9551,pre-P1,2025-08-24,Ge68,0.0,0.0,-11.0,0,1,0,1,0,0,calib-source z-scan
9553,pre-P1,2025-08-24,Ge68,0.0,0.0,-13.0,0,1,0,1,0,0,calib-source z-scan
9555,pre-P1,2025-08-24,Ge68,0.0,0.0,-14.0,0,1,0,1,0,0,calib-source z-scan
9557,pre-P1,2025-08-24,Ge68,0.0,0.0,-15.0,0,1,0,1,0,0,calib-source z-scan
9559,pre-P1,2025-08-24,Ge68,0.0,0.0,-15.5,0,1,0,1,0,0,calib-source z-scan
9561,pre-P1,2025-08-24,Ge68,0.0,0.0,-15.7,0,1,0,1,0,0,calib-source z-scan
9563,pre-P1,2025-08-24,Ge68,0.0,0.0,-15.9,0,1,0,1,0,0,calib-source z-scan
9565,pre-P1,2025-08-24,Ge68,0.0,0.0,-16.1,0,1,0,1,0,0,calib-source z-scan
9567,pre-P1,2025-08-24,Ge68,0.0,0.0,-16.3,0,1,0,1,0,0,calib-source z-scan
9569,pre-P1,2025-08-24,Ge68,0.0,0.0,-16.5,0,1,0,1,0,0,calib-source z-scan
9571,pre-P1,2025-08-24,Ge68,0.0,0.0,-16.7,0,1,0,1,0,0,calib-source z-scan
9573,pre-P1,2025-08-24,Ge68,0.0,0.0,-16.9,0,1,0,1,0,0,calib-source z-scan
9575,pre-P1,2025-08-24,Ge68,0.0,0.0,-17.1,0,1,0,1,0,0,calib-source z-scan
9577,pre-P1,2025-08-24,Ge68,0.0,0.0,-17.3,0,1,0,1,0,0,calib-source z-scan
9589,pre-P1,2025-08-24,Co60,0.0,0.0,14.0,0,1,0,1,0,0,calib-source z-scan
9591,pre-P1,2025-08-24,Co60,0.0,0.0,0.0,1,1,0,1,0,0,calib-source centre
9593,pre-P1,2025-08-25,Co60,0.0,0.0,-14.0,0,1,0,1,0,0,calib-source z-scan
9598,pre-P1,2025-08-25,Cs137,0.0,0.0,14.0,0,1,0,1,0,0,calib-source z-scan
9600,pre-P1,2025-08-25,Cs137,0.0,0.0,0.0,1,1,0,1,0,0,calib-source centre
9602,pre-P1,2025-08-25,Cs137,0.0,0.0,-14.0,0,1,0,1,0,0,calib-source z-scan
9607,pre-P1,2025-08-25,AmC117,0.0,0.0,14.0,0,1,0,1,0,0,calib-source z-scan
9609,pre-P1,2025-08-25,AmC117,0.0,0.0,0.0,1,1,0,1,0,0,calib-source centre
9611,pre-P1,2025-08-25,AmC117,0.0,0.0,-14.0,0,1,0,1,0,0,calib-source z-scan
9618,pre-P1,2025-08-25,Mn54,0.0,0.0,14.0,0,1,0,1,0,0,calib-source z-scan
9624,pre-P1,2025-08-25,Mn54,0.0,0.0,0.0,1,1,0,1,0,0,calib-source centre
9632,pre-P1,2025-08-25,K40,0.0,0.0,0.0,1,1,0,1,0,0,calib-source K40
9641,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9642,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9643,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9644,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9645,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9646,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9647,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9648,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9649,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9650,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9651,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9652,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9653,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9654,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9655,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9656,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9657,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9658,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9659,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9660,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9661,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9662,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9663,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9664,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9665,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9666,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9667,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9669,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9670,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9671,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9673,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9674,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9675,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9676,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9677,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9678,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9679,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9680,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9681,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9682,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9683,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9684,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9685,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9686,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9687,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9688,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9689,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9690,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9691,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9692,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9693,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9694,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9695,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9696,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9697,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9698,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9699,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9700,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9701,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9702,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9703,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9704,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9705,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9706,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9707,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9708,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9709,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9710,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9711,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9712,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9713,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9714,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9715,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9716,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9717,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9718,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9719,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9720,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9721,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9722,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9723,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9733,pre-P1,,,,,,,0,0,1,0,0,other-calibration
9789,P1,,,,,,,0,0,,1,0,physics
9790,P1,,,,,,,0,0,,1,0,physics
9794,P1,,,,,,,0,0,,1,0,physics
9796,P1,,,,,,,0,0,,1,0,physics
9797,P1,,,,,,,0,0,,1,0,physics
9800,P1,,,,,,,0,0,,1,0,physics
9801,P1,,,,,,,0,0,,1,0,physics
9802,P1,,,,,,,0,0,,1,0,physics
9803,P1,,,,,,,0,0,,1,0,physics
9804,P1,,,,,,,0,0,,1,0,physics
9805,P1,,,,,,,0,0,,1,0,physics
9807,P1,,,,,,,0,0,,1,0,physics
9808,P1,,,,,,,0,0,,1,0,physics
9816,P1,,,,,,,0,0,,1,0,physics
9817,P1,,,,,,,0,0,,1,0,physics
9818,P1,,,,,,,0,0,,1,0,physics
9819,P1,,,,,,,0,0,,1,0,physics
9820,P1,,,,,,,0,0,,1,0,physics
9821,P1,,,,,,,0,0,,1,0,physics
9822,P1,,,,,,,0,0,,1,0,physics
9824,P1,,,,,,,0,0,,1,0,physics
9825,P1,,,,,,,0,0,,1,0,physics
9826,P1,,,,,,,0,0,,1,0,physics
9827,P1,,,,,,,0,0,,1,0,physics
9829,P1,,,,,,,0,0,,1,0,physics
9830,P1,,,,,,,0,0,,1,0,physics
9831,P1,,,,,,,0,0,,1,0,physics
9832,P1,,,,,,,0,0,,1,0,physics
9833,P1,,,,,,,0,0,,1,0,physics
9834,P1,,,,,,,0,0,,1,0,physics
9835,P1,,,,,,,0,0,,1,0,physics
9837,P1,,,,,,,0,0,,1,0,physics
9838,P1,,,,,,,0,0,,1,0,physics
9839,P1,,,,,,,0,0,,1,0,physics
9840,P1,,,,,,,0,0,,1,0,physics
9841,P1,,,,,,,0,0,,1,0,physics
9842,P1,,,,,,,0,0,,1,0,physics
9846,P1,,,,,,,0,0,,1,0,physics
9847,P1,,,,,,,0,0,,1,0,physics
9848,P1,,,,,,,0,0,,1,0,physics
9850,P1,,,,,,,0,0,,1,0,physics
9851,P1,,,,,,,0,0,,1,0,physics
9856,P1,,,,,,,0,0,,1,0,physics
9857,P1,,,,,,,0,0,,1,0,physics
9858,P1,,,,,,,0,0,,1,0,physics
9859,P1,,,,,,,0,0,,1,0,physics
9860,P1,,,,,,,0,0,,1,0,physics
9862,P1,,,,,,,0,1,,0,1,other-calibration
9863,P1,,,,,,,0,1,,0,1,other-calibration
9866,P1,,,,,,,0,0,,1,0,physics
9867,P1,,,,,,,0,0,,1,0,physics
9868,P1,,,,,,,0,0,,1,0,physics
9869,P1,,,,,,,0,0,,1,0,physics
9870,P1,,,,,,,0,0,,1,0,physics
9871,P1,,,,,,,0,0,,1,0,physics
9872,P1,,,,,,,0,0,,1,0,physics
9873,P1,,,,,,,0,0,,1,0,physics
9874,P1,,,,,,,0,0,,1,0,physics
9875,P1,,,,,,,0,0,,1,0,physics
9876,P1,,,,,,,0,0,,1,0,physics
9877,P1,,,,,,,0,0,,1,0,physics
9878,P1,,,,,,,0,0,,1,0,physics
9879,P1,,,,,,,0,0,,1,0,physics
9880,P1,,,,,,,0,0,,1,0,physics
9881,P1,,,,,,,0,0,,1,0,physics
9882,P1,,,,,,,0,0,,1,0,physics
9884,P1,,,,,,,0,0,,1,0,physics
9885,P1,,,,,,,0,0,,1,0,physics
9886,P1,,,,,,,0,0,,1,0,physics
9889,P1,,,,,,,0,0,,1,0,physics
9890,P1,,,,,,,0,0,,1,0,physics
9891,P1,,,,,,,0,0,,1,0,physics
9892,P1,,,,,,,0,0,,1,0,physics
9893,P1,,,,,,,0,0,,1,0,physics
9894,P1,,,,,,,0,0,,1,0,physics
9895,P1,,,,,,,0,0,,1,0,physics
9896,P1,,,,,,,0,0,,1,0,physics
9897,P1,,,,,,,0,0,,1,0,physics
9898,P1,,,,,,,0,0,,1,0,physics
9899,P1,,,,,,,0,0,,1,0,physics
9900,P1,,,,,,,0,0,,1,0,physics
9901,P1,,,,,,,0,0,,1,0,physics
9902,P1,,,,,,,0,0,,1,0,physics
9904,P1,,,,,,,0,0,,1,0,physics
9905,P1,,,,,,,0,0,,1,0,physics
9906,P1,,,,,,,0,0,,1,0,physics
9907,P1,,,,,,,0,0,,1,0,physics
9908,P1,,,,,,,0,0,,1,0,physics
9909,P1,,,,,,,0,0,,1,0,physics
9910,P1,,,,,,,0,0,,1,0,physics
9911,P1,,,,,,,0,0,,1,0,physics
9912,P1,,,,,,,0,0,,1,0,physics
9913,P1,,,,,,,0,0,,1,0,physics
9919,P1,,,,,,,0,0,,1,0,physics
9920,P1,,,,,,,0,0,,1,0,physics
9921,P1,,,,,,,0,0,,1,0,physics
9922,P1,,,,,,,0,0,,1,0,physics
9923,P1,,,,,,,0,0,,1,0,physics
9926,P1,,,,,,,0,0,,1,0,physics
9927,P1,,,,,,,0,0,,1,0,physics
9928,P1,,,,,,,0,0,,1,0,physics
9929,P1,,,,,,,0,0,,1,0,physics
9930,P1,,,,,,,0,0,,1,0,physics
9932,P1,,,,,,,0,0,,1,0,physics
9933,P1,,,,,,,0,0,,1,0,physics
9940,P1,,,,,,,0,0,,1,0,physics
9944,P1,,,,,,,0,0,,1,0,physics
9949,P1,,,,,,,0,0,,1,0,physics
9958,P1,,,,,,,0,0,,1,0,physics
9964,P1,,,,,,,0,0,,1,0,physics
9965,P1,,,,,,,0,0,,1,0,physics
9966,P1,,,,,,,0,0,,1,0,physics
9967,P1,,,,,,,0,0,,1,0,physics
9968,P1,,,,,,,0,0,,1,0,physics
9972,P1,,,,,,,0,0,,1,0,physics
9981,P1,,,,,,,0,1,,0,1,other-calibration
9982,P1,,,,,,,0,1,,0,1,other-calibration
9983,P1,,,,,,,0,1,,0,1,other-calibration
9984,P1,,,,,,,0,1,,0,1,other-calibration
9985,P1,,,,,,,0,1,,0,1,other-calibration
9986,P1,,,,,,,0,1,,0,1,other-calibration
9987,P1,,,,,,,0,1,,0,1,other-calibration
9988,P1,,,,,,,0,1,,0,1,other-calibration
9989,P1,,,,,,,0,1,,0,1,other-calibration
9992,P1,,,,,,,0,1,,0,1,other-calibration
9993,P1,,,,,,,0,1,,0,1,other-calibration
9994,P1,,,,,,,0,1,,0,1,other-calibration
9995,P1,,,,,,,0,1,,0,1,other-calibration
9996,P1,,,,,,,0,1,,0,1,other-calibration
9997,P1,,,,,,,0,1,,0,1,other-calibration
9998,P1,,,,,,,0,1,,0,1,other-calibration
9999,P1,,,,,,,0,1,,0,1,other-calibration
10003,P1,,,,,,,0,1,,0,1,other-calibration
10006,P1,,,,,,,0,1,,0,1,other-calibration
10008,P1,,,,,,,0,1,,0,1,other-calibration
10010,P1,,,,,,,0,1,,0,1,other-calibration
10015,P1,,,,,,,0,1,,0,1,other-calibration
10020,P1,,,,,,,0,0,,1,0,physics
10021,P1,,,,,,,0,0,,1,0,physics
10022,P1,,,,,,,0,0,,1,0,physics
10027,P1,,,,,,,0,0,,1,0,physics
10028,P1,,,,,,,0,0,,1,0,physics
10029,P1,,,,,,,0,0,,1,0,physics
10030,P1,,,,,,,0,0,,1,0,physics
10031,P1,,,,,,,0,0,,1,0,physics
10034,P1,,,,,,,0,0,,1,0,physics
10035,P1,,,,,,,0,0,,1,0,physics
10036,P1,,,,,,,0,0,,1,0,physics
10037,P1,,,,,,,0,0,,1,0,physics
10038,P1,,,,,,,0,0,,1,0,physics
10040,P1,,,,,,,0,0,,1,0,physics
10046,P1,,,,,,,0,0,,1,0,physics
10050,P1,,,,,,,0,0,,1,0,physics
10051,P1,,,,,,,0,0,,1,0,physics
10052,P1,,,,,,,0,0,,1,0,physics
10053,P1,,,,,,,0,0,,1,0,physics
10054,P1,,,,,,,0,0,,1,0,physics
10055,P1,,,,,,,0,0,,1,0,physics
10059,P1,,,,,,,0,0,,1,0,physics
10067,P1,,,,,,,0,0,,1,0,physics
10077,P1,,,,,,,0,0,,1,0,physics
10083,P1,,,,,,,0,0,,1,0,physics
10084,P1,,,,,,,0,0,,1,0,physics
10086,P1,,,,,,,0,0,,1,0,physics
10089,P1,,,,,,,0,0,,1,0,physics
10091,P1,,,,,,,0,0,,1,0,physics
10093,P1,,,,,,,0,0,,1,0,physics
10094,P1,,,,,,,0,0,,1,0,physics
10095,P1,,,,,,,0,0,,1,0,physics
10096,P1,,,,,,,0,0,,1,0,physics
10099,P1,,,,,,,0,0,,1,0,physics
10100,P1,,,,,,,0,0,,1,0,physics
10103,P1,,,,,,,0,1,,0,1,other-calibration
10104,P1,2025-09-12,AmC117,0.0,0.0,17.3,0,1,1,,0,1,calib-source z-scan
10105,P1,,,,,,,0,1,,0,1,other-calibration
10106,P1,2025-09-12,AmC117,0.0,0.0,16.1,0,1,1,,0,1,calib-source z-scan
10107,P1,,,,,,,0,1,,0,1,other-calibration
10108,P1,2025-09-12,AmC117,0.0,0.0,14.0,0,1,1,,0,1,calib-source z-scan
10109,P1,,,,,,,0,1,,0,1,other-calibration
10110,P1,2025-09-12,AmC117,0.0,0.0,0.0,1,1,1,,0,1,calib-source centre
10111,P1,,,,,,,0,1,,0,1,other-calibration
10121,P1,,,,,,,0,0,,1,0,physics
10122,P1,,,,,,,0,0,,1,0,physics
10123,P1,,,,,,,0,0,,1,0,physics
10124,P1,,,,,,,0,0,,1,0,physics
10125,P1,,,,,,,0,0,,1,0,physics
10126,P1,,,,,,,0,0,,1,0,physics
10128,P1,,,,,,,0,0,,1,0,physics
10129,P1,,,,,,,0,0,,1,0,physics
10130,P1,,,,,,,0,0,,1,0,physics
10131,P1,,,,,,,0,0,,1,0,physics
10132,P1,,,,,,,0,0,,1,0,physics
10133,P1,,,,,,,0,0,,1,0,physics
10134,P1,,,,,,,0,0,,1,0,physics
10135,P1,,,,,,,0,0,,1,0,physics
10136,P1,,,,,,,0,0,,1,0,physics
10140,P1,,,,,,,0,0,,1,0,physics
10141,P1,,,,,,,0,0,,1,0,physics
10142,P1,,,,,,,0,0,,1,0,physics
10143,P1,,,,,,,0,0,,1,0,physics
10144,P1,,,,,,,0,0,,1,0,physics
10145,P1,,,,,,,0,0,,1,0,physics
10147,P1,,,,,,,0,0,,1,0,physics
10148,P1,,,,,,,0,0,,1,0,physics
10149,P1,,,,,,,0,0,,1,0,physics
10150,P1,,,,,,,0,0,,1,0,physics
10151,P1,,,,,,,0,0,,1,0,physics
10153,P1,,,,,,,0,0,,1,0,physics
10154,P1,,,,,,,0,0,,1,0,physics
10155,P1,,,,,,,0,0,,1,0,physics
10156,P1,,,,,,,0,0,,1,0,physics
10157,P1,,,,,,,0,0,,1,0,physics
10160,P1,,,,,,,0,0,,1,0,physics
10161,P1,,,,,,,0,0,,1,0,physics
10162,P1,,,,,,,0,0,,1,0,physics
10163,P1,,,,,,,0,0,,1,0,physics
10164,P1,,,,,,,0,0,,1,0,physics
10165,P1,,,,,,,0,0,,1,0,physics
10166,P1,,,,,,,0,0,,1,0,physics
10168,P1,,,,,,,0,0,,1,0,physics
10169,P1,,,,,,,0,0,,1,0,physics
10179,P1,,,,,,,0,1,,0,1,other-calibration
10180,P1,,,,,,,0,1,,0,1,other-calibration
10182,P1,,,,,,,0,1,,0,1,other-calibration
10184,P1,,,,,,,0,1,,0,1,other-calibration
10186,P1,,,,,,,0,1,,0,1,other-calibration
10188,P1,,,,,,,0,1,,0,1,other-calibration
10190,P1,,,,,,,0,1,,0,1,other-calibration
10192,P1,,,,,,,0,1,,0,1,other-calibration
10194,P1,,,,,,,0,1,,0,1,other-calibration
10196,P1,,,,,,,0,1,,0,1,other-calibration
10198,P1,,,,,,,0,1,,0,1,other-calibration
10200,P1,,,,,,,0,1,,0,1,other-calibration
10202,P1,,,,,,,0,1,,0,1,other-calibration
10204,P1,,,,,,,0,1,,0,1,other-calibration
10206,P1,,,,,,,0,1,,0,1,other-calibration
10208,P1,,,,,,,0,0,,1,0,physics
10209,P1,,,,,,,0,0,,1,0,physics
10210,P1,,,,,,,0,0,,1,0,physics
10211,P1,,,,,,,0,0,,1,0,physics
10212,P1,,,,,,,0,0,,1,0,physics
10213,P1,,,,,,,0,0,,1,0,physics
10214,P1,,,,,,,0,0,,1,0,physics
10219,P1,,,,,,,0,0,,1,0,physics
10228,P1,,,,,,,0,0,,1,0,physics
10229,P1,,,,,,,0,0,,1,0,physics
10231,P1,,,,,,,0,0,,1,0,physics
10232,P1,,,,,,,0,0,,1,0,physics
10233,P1,,,,,,,0,0,,1,0,physics
10234,P1,,,,,,,0,0,,1,0,physics
10236,P1,,,,,,,0,0,,1,0,physics
10238,P1,,,,,,,0,0,,1,0,physics
10239,P1,,,,,,,0,0,,1,0,physics
10240,P1,,,,,,,0,0,,1,0,physics
10241,P1,,,,,,,0,0,,1,0,physics
10242,P1,,,,,,,0,0,,1,0,physics
10243,P1,,,,,,,0,0,,1,0,physics
10244,P1,,,,,,,0,0,,1,0,physics
10247,P1,,,,,,,0,0,,1,0,physics
10248,P1,,,,,,,0,0,,1,0,physics
10249,P1,,,,,,,0,0,,1,0,physics
10250,P1,,,,,,,0,0,,1,0,physics
10252,P1,,,,,,,0,0,,1,0,physics
10253,P1,,,,,,,0,0,,1,0,physics
10256,P1,,,,,,,0,0,,1,0,physics
10257,P1,,,,,,,0,0,,1,0,physics
10258,P1,,,,,,,0,0,,1,0,physics
10259,P1,,,,,,,0,0,,1,0,physics
10260,P1,,,,,,,0,0,,1,0,physics
10261,P1,,,,,,,0,0,,1,0,physics
10262,P1,,,,,,,0,0,,1,0,physics
10263,P1,,,,,,,0,0,,1,0,physics
10264,P1,,,,,,,0,0,,1,0,physics
10265,P1,,,,,,,0,0,,1,0,physics
10266,P1,,,,,,,0,0,,1,0,physics
10267,P1,,,,,,,0,0,,1,0,physics
10268,P1,,,,,,,0,0,,1,0,physics
10269,P1,,,,,,,0,0,,1,0,physics
10271,P1,,,,,,,0,0,,1,0,physics
10272,P1,,,,,,,0,0,,1,0,physics
10273,P1,,,,,,,0,0,,1,0,physics
10274,P1,,,,,,,0,0,,1,0,physics
10281,P1,,,,,,,0,0,,1,0,physics
10285,P1,,,,,,,0,0,,1,0,physics
10286,P1,,,,,,,0,0,,1,0,physics
10288,P1,,,,,,,0,0,,1,0,physics
10290,P1,,,,,,,0,0,,1,0,physics
10292,P1,,,,,,,0,0,,1,0,physics
10293,P1,,,,,,,0,0,,1,0,physics
10294,P1,,,,,,,0,0,,1,0,physics
10295,P1,,,,,,,0,0,,1,0,physics
10296,P1,,,,,,,0,0,,1,0,physics
10301,P1,,,,,,,0,1,,0,1,other-calibration
10302,P1,,,,,,,0,1,,0,1,other-calibration
10304,P1,,,,,,,0,1,,0,1,other-calibration
10306,P1,,,,,,,0,1,,0,1,other-calibration
10309,P1,,,,,,,0,1,,0,1,other-calibration
10314,P1,,,,,,,0,0,,1,0,physics
10320,P1,,,,,,,0,0,,1,0,physics
10325,P1,,,,,,,0,0,,1,0,physics
10326,P1,,,,,,,0,0,,1,0,physics
10327,P1,,,,,,,0,0,,1,0,physics
10352,P1,,,,,,,0,0,,1,0,physics
10356,P1,,,,,,,0,0,,1,0,physics
10357,P1,,,,,,,0,0,,1,0,physics
10358,P1,,,,,,,0,0,,1,0,physics
10362,P1,,,,,,,0,0,,1,0,physics
10363,P1,,,,,,,0,0,,1,0,physics
10365,P1,,,,,,,0,0,,1,0,physics
10366,P1,,,,,,,0,0,,1,0,physics
10367,P1,,,,,,,0,0,,1,0,physics
10368,P1,,,,,,,0,0,,1,0,physics
